tendencia;claseterapeutica;corporacion;producto;fechalanzamiento;presentacion;moleculan1;fecini;fecend;tipo
BAJA;D08A  ANTISEPTICOS Y DISINFECT;LOEFFLER;CLIOQUINOL G.I LOE;2008-02-01;CLIOQUINOL G.I LOE CREMA 20 G;CLIOQUINOL;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;ARLEX;CLIOQUINOL G.I ARL;2001-04-01;CLIOQUINOL G.I ARL CREMA 3 % 20 G;CLIOQUINOL;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;ARLEX;CLIOQUINOL G.I ARL;2001-04-01;CLIOQUINOL G.I ARL CREMA 3 % 20 G;CLIOQUINOL;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;ARLEX;CLIOQUINOL G.I ARL;2001-04-01;CLIOQUINOL G.I ARL CREMA 3 % 20 G;CLIOQUINOL;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;NORDIN,SA-QUIMICA FRANCO MEXI.;UNGUENTO DEL BEBE;1900-12-01;UNGUENTO DEL BEBE UNGT 40 G;OXIDO DE ZINC;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;NORDIN,SA-QUIMICA FRANCO MEXI.;UNGUENTO DEL BEBE;1900-12-01;UNGUENTO DEL BEBE UNGT 40 G;OXIDO DE ZINC;2018-08-01;2018-12-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;PISA;EXSEPT;2009-10-01;EXSEPT SPRAY ANTISE 50 % 200 ML;CLORO + CLORURO DE SODIO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;PISA;EXSEPT;2009-10-01;EXSEPT SPRAY ANTISE 50 % 200 ML;CLORO + CLORURO DE SODIO;2015-08-01;2015-12-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;PISA;EXSEPT;2009-10-01;EXSEPT SPRAY ANTISE 50 % 200 ML;CLORO + CLORURO DE SODIO;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;TEVA CORPORACION;DERMODINE;2000-04-01;DERMODINE SOLN 120 ML;POVIDONA;2014-12-01;2015-04-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;MAVI;ACTIDINE ES;2012-01-01;ACTIDINE ES SOLN 120 ML;POVIDONA;2016-08-01;2016-12-01;lanzamiento
ALTA;D08A  ANTISEPTICOS Y DISINFECT;B. BRAUN AESCULAP DE MEXICO S.;PRONTOSAN;2015-04-01;PRONTOSAN GEL WOUND 30 ML;AGUA PURIFICADA + POLIHEXANIDA + UNDECILENAMIDOPROPIL BETAINA;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;B. BRAUN AESCULAP DE MEXICO S.;PRONTOSAN;2015-04-01;PRONTOSAN GEL WOUND 30 ML;AGUA PURIFICADA + POLIHEXANIDA + UNDECILENAMIDOPROPIL BETAINA;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;CELL PHARMA S.A. DE C.V.;ACCUA ASEPTIC;2010-03-01;ACCUA ASEPTIC GEL 60 G;DIALIL OXIDO DE DISULFURO MODIFICADO;2014-04-01;2014-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;CELL PHARMA S.A. DE C.V.;ACCUA ASEPTIC;2010-03-01;ACCUA ASEPTIC GEL 60 G;DIALIL OXIDO DE DISULFURO MODIFICADO;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;MEX AMERICA;AQUA-SOAP;2006-12-01;AQUA-SOAP JABON DERMOL 120 G;COCOILISOTIONATO DE SODIO + LACTAMIDA MEA + LAURILSULFATO;2017-12-01;2018-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;SANFER CORP.;MICRODACYN;2009-09-01;MICRODACYN SOLN 120 ML;AGUA SUPEROXIDADA;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;SANFER CORP.;TING TENIS;1990-06-01;TING TENIS TALCO 160 G;CLORURO DE BENZALCONIO + OXIDO DE SILICIO;2014-12-01;2015-04-01;lanzamiento
ALTA;D08A  ANTISEPTICOS Y DISINFECT;SANFER CORP.;TING TENIS;1990-06-01;TING TENIS TALCO 160 G;CLORURO DE BENZALCONIO + OXIDO DE SILICIO;2018-08-01;2018-12-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;AVI COM;IODOPOVIDONA GI AV;2003-04-01;IODOPOVIDONA GI AV SOL 1.1 % 120 ML;POVIDONA;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;AVI COM;IODOPOVIDONA GI AV;2003-04-01;IODOPOVIDONA GI AV SOL 1.1 % 120 ML;POVIDONA;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;AVI COM;IODOPOVIDONA GI AV;2003-04-01;IODOPOVIDONA GI AV SOL 1.1 % 120 ML;POVIDONA;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;AVI COM;IODOPOVIDONA GI AV;2003-04-01;IODOPOVIDONA GI AV SOL 1.1 % 120 ML;POVIDONA;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;MEX AMERICA;AQUA-SOAP;2013-01-01;AQUA-SOAP EMULSION 120 ML;ALCOHOL BENCILICO + LAURILSULFATO + LAUROILSARCOSINATO DE SODIO;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1993-02-01;MERTHIOLATE ATOM.BLANCO .10 % 60 ML;CLORURO DE BENZALCONIO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1993-02-01;MERTHIOLATE ATOM.BLANCO .10 % 60 ML;CLORURO DE BENZALCONIO;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1993-02-01;MERTHIOLATE ATOM.BLANCO .10 % 60 ML;CLORURO DE BENZALCONIO;2017-08-01;2017-12-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1991-11-01;MERTHIOLATE SOLN.ROJO .10 % 60 ML;CLORURO DE BENZALCONIO;2017-08-01;2017-12-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1991-11-01;MERTHIOLATE SOLN.ROJO .10 % 60 ML;CLORURO DE BENZALCONIO;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;SANOFI CORP;ISODINE;2012-08-01;ISODINE SOLN TOP KIT CURAC ION;POVIDONA;2016-08-01;2016-12-01;lanzamiento
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ESTERIPHARMA MEXICO S.A. de CV;ESTERICIDE;2016-05-01;ESTERICIDE SOL ANTISEPT 1 LITR;SOLUCION ELECTROLIZADA DE SUPEROXIDACION;2017-04-01;2017-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ESTERIPHARMA MEXICO S.A. de CV;ESTERICIDE;2016-05-01;ESTERICIDE SOL ANTISEPT 1 LITR;SOLUCION ELECTROLIZADA DE SUPEROXIDACION;2017-08-01;2017-12-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ESTERIPHARMA MEXICO S.A. de CV;ESTERICIDE;2016-05-01;ESTERICIDE SOL ANTISEPT 1 LITR;SOLUCION ELECTROLIZADA DE SUPEROXIDACION;2018-12-01;2019-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;SANFER CORP.;MICRODACYN;2008-11-01;MICRODACYN SOLN 240 ML;AGUA SUPEROXIDADA;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;SANFER CORP.;MICRODACYN;2008-11-01;MICRODACYN SOLN 240 ML;AGUA SUPEROXIDADA;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;SANFER CORP.;MICRODACYN;2008-11-01;MICRODACYN SOLN 240 ML;AGUA SUPEROXIDADA;2016-08-01;2016-12-01;lanzamiento
ALTA;D08A  ANTISEPTICOS Y DISINFECT;BIORESEARCH;BIONDER;2004-01-01;BIONDER CREMA 20 G;CLIOQUINOL;2016-04-01;2016-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;BIORESEARCH;BIONDER;2004-01-01;BIONDER CREMA 20 G;CLIOQUINOL;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1993-02-01;MERTHIOLATE ATOM.SOL.ROJ .10 % 60 ML;CLORURO DE BENZALCONIO;2014-12-01;2015-04-01;lanzamiento
ALTA;D08A  ANTISEPTICOS Y DISINFECT;SANOFI CORP;ISODINE;2009-06-01;ISODINE SOL TOP 120 ML+ ISODI ESPU 120M;POVIDONA;2016-04-01;2016-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;GENOMA LAB INT;CLIOQUINOL GI MMN;2009-08-01;CLIOQUINOL GI MMN CRA 30 MG 20 GR;CLIOQUINOL;2015-08-01;2015-12-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;GENOMA LAB INT;CLIOQUINOL GI MMN;2009-08-01;CLIOQUINOL GI MMN CRA 30 MG 20 GR;CLIOQUINOL;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ESTERIPHARMA MEXICO S.A. de CV;ESTERICIDE;2009-03-01;ESTERICIDE SOL ANTISEPT 60 ML;SOLUCION ELECTROLIZADA DE SUPEROXIDACION;2016-08-01;2016-12-01;lanzamiento
ALTA;D08A  ANTISEPTICOS Y DISINFECT;STIEFEL;SEPTOSAN;1999-08-01;SEPTOSAN JABON 100 G;TRICLOROCARBANILIDA + TRICLOSAN;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;STIEFEL;SEPTOSAN;1999-08-01;SEPTOSAN JABON 100 G;TRICLOROCARBANILIDA + TRICLOSAN;2018-04-01;2018-08-01;ALTA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;ASTRAZENECA CORP.;XYLOPROCT TWELETTE;2001-08-01;XYLOPROCT TWELETTE TOALLA HUMED 35;ALANTOINA + CLORURO DE BENZALCONIO + KATHON CG;2014-12-01;2015-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1991-10-01;MERTHIOLATE TINT.BLANCA 60 ML;CLORURO DE BENZALCONIO;2014-12-01;2015-04-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;BAYER CORP.;MERTHIOLATE;1991-10-01;MERTHIOLATE TINT.BLANCA 60 ML;CLORURO DE BENZALCONIO;2017-12-01;2018-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;CELL PHARMA S.A. DE C.V.;ACCUA ASEPTIC;2016-08-01;ACCUA ASEPTIC GEL 120 G;DIALIL OXIDO DE DISULFURO MODIFICADO;2017-08-01;2017-12-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;CELL PHARMA S.A. DE C.V.;ACCUA ASEPTIC;2016-08-01;ACCUA ASEPTIC GEL 120 G;DIALIL OXIDO DE DISULFURO MODIFICADO;2017-12-01;2018-04-01;BAJA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ALPHARMA;CLIOQUINOL G.I ALP;2011-07-01;CLIOQUINOL G.I ALP CREMA 30 G;CLIOQUINOL;2014-04-01;2014-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ALPHARMA;CLIOQUINOL G.I ALP;2011-07-01;CLIOQUINOL G.I ALP CREMA 30 G;CLIOQUINOL;2014-12-01;2015-04-01;lanzamiento
ALTA;D08A  ANTISEPTICOS Y DISINFECT;ALPHARMA;CLIOQUINOL G.I ALP;2011-07-01;CLIOQUINOL G.I ALP CREMA 30 G;CLIOQUINOL;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ALPHARMA;CLIOQUINOL G.I ALP;2011-07-01;CLIOQUINOL G.I ALP CREMA 30 G;CLIOQUINOL;2016-04-01;2016-08-01;lanzamiento
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ALPHARMA;CLIOQUINOL G.I ALP;2011-07-01;CLIOQUINOL G.I ALP CREMA 30 G;CLIOQUINOL;2016-08-01;2016-12-01;lanzamiento
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ALPHARMA;CLIOQUINOL G.I ALP;2011-07-01;CLIOQUINOL G.I ALP CREMA 30 G;CLIOQUINOL;2016-12-01;2017-04-01;BAJA, por demanda
ALTA;D08A  ANTISEPTICOS Y DISINFECT;JALOMA;360 PROTECCION TOT;2016-08-01;360 PROTECCION TOT SPRAY 100 ML;AGUA SUPEROXIDADA;2018-04-01;2018-08-01;ALTA, por demanda
BAJA;D08A  ANTISEPTICOS Y DISINFECT;ESTERIPHARMA MEXICO S.A. de CV;ESTERICIDE;2006-05-01;ESTERICIDE GEL ANTISEPT 240 G;SOLUCION ELECTROLIZADA DE SUPEROXIDACION;2018-08-01;2018-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BIORESEARCH;BIOFUROSO;2001-10-01;BIOFUROSO TABL 200 MG 50;HIERRO FUMARATO;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;BIORESEARCH;BIOFUROSO;2001-10-01;BIOFUROSO TABL 200 MG 50;HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BIORESEARCH;BIOFUROSO;2001-10-01;BIOFUROSO TABL 200 MG 50;HIERRO FUMARATO;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;MERCK;HEMOBION;1900-12-01;HEMOBION GRAG. 200 MG 30;HIERRO SULFATO;2015-08-01;2015-12-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;MEDIX CORP.;FERROTEMP;1970-08-01;FERROTEMP CAPS 30;HIERRO FUMARATO + TIAMINA;2015-08-01;2015-12-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;MEDIX CORP.;FERROTEMP;1970-08-01;FERROTEMP CAPS 30;HIERRO FUMARATO + TIAMINA;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;MEDIX CORP.;FERROTEMP;1970-08-01;FERROTEMP CAPS 30;HIERRO FUMARATO + TIAMINA;2018-08-01;2018-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;SULFATO FERR.VALDE;1900-12-01;SULFATO FERR.VALDE TABL 30;HIERRO SULFATO;2015-04-01;2015-08-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;SULFATO FERR.VALDE;1900-12-01;SULFATO FERR.VALDE TABL 30;HIERRO SULFATO;2017-08-01;2017-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;SULFATO FERR.VALDE;1900-12-01;SULFATO FERR.VALDE TABL 30;HIERRO SULFATO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;SULFATO FERR.VALDE;1900-12-01;SULFATO FERR.VALDE TABL 30;HIERRO SULFATO;2018-12-01;2019-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;FARMACOS CONTINENTALES;FORCIL;2006-08-01;FORCIL GTS 15 ML;HIERRO SULFATO;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;FARMACOS CONTINENTALES;FORCIL;2006-08-01;FORCIL GTS 15 ML;HIERRO SULFATO;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;FARMACOS CONTINENTALES;FORCIL;2006-08-01;FORCIL GTS 15 ML;HIERRO SULFATO;2015-08-01;2015-12-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;FARMACOS CONTINENTALES;FORCIL;2006-08-01;FORCIL GTS 15 ML;HIERRO SULFATO;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;FARMACOS CONTINENTALES;FORCIL;2006-08-01;FORCIL GTS 15 ML;HIERRO SULFATO;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;FUM.FERROSO VALDEC;1900-12-01;FUM.FERROSO VALDEC TABL 200 MG 50;HIERRO FUMARATO;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;VALDEFER;2003-07-01;VALDEFER SOLN 125 MG /1ML 15 ML;HIERRO SULFATO;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;BIORESEARCH;BIOFUROSO;2001-10-01;BIOFUROSO SUSP 2.90 MG 120 ML;HIERRO FUMARATO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BIORESEARCH;BIOFUROSO;2001-10-01;BIOFUROSO SUSP 2.90 MG 120 ML;HIERRO FUMARATO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;COLUMBIA CORP;FERRICOL SIMPLE;2002-07-01;FERRICOL SUSP 30 MG /500 100 ML;ACIDO FOLICO + HIERRO;2015-04-01;2015-08-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER TF;2006-02-01;INTRAFER TF SUSP GTS 30 ML;HIERRO;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER TF;2006-02-01;INTRAFER TF SUSP GTS 30 ML;HIERRO;2015-08-01;2015-12-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER TF;2006-02-01;INTRAFER TF SUSP GTS 30 ML;HIERRO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER TF;2006-02-01;INTRAFER TF SUSP GTS 30 ML;HIERRO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;UNIPHARM;INTRAFER TF;2006-02-01;INTRAFER TF SUSP GTS 30 ML;HIERRO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;FARMACOS CONTINENTALES;SULFATO FERR G.I F;2006-08-01;SULFATO FERR G.I F SOL 15 ML;HIERRO SULFATO;2015-08-01;2015-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;QUIMPHARMA, S.A. DE C.V.;QUIMISTREN;2016-07-01;QUIMISTREN TABL 100 MG /800 30;ACIDO FOLICO + HIERRO;2017-08-01;2017-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;PISA;FERROIN;2001-10-01;FERROIN AMP 100 MG /2ML 3 2 ML;COMPLEJO HIERRO DEXTRAN;2016-12-01;2017-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;EXELTIS;FISIOFER;2010-04-01;FISIOFER AMP 10 15 ML;HIERRO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ABBOTT;FERRO FOLICO;1990-02-01;FERRO FOLICO GRAG 500 MG 30;ACIDO ASCORBICO + ACIDO FOLICO + HIERRO SULFATO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ABBOTT;FERRO FOLICO;1990-02-01;FERRO FOLICO GRAG 500 MG 30;ACIDO ASCORBICO + ACIDO FOLICO + HIERRO SULFATO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ABBOTT;FERRO FOLICO;1990-02-01;FERRO FOLICO GRAG 500 MG 30;ACIDO ASCORBICO + ACIDO FOLICO + HIERRO SULFATO;2018-04-01;2018-08-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;ABBOTT;FERRO FOLICO;1990-02-01;FERRO FOLICO GRAG 500 MG 30;ACIDO ASCORBICO + ACIDO FOLICO + HIERRO SULFATO;2018-08-01;2018-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;STREGER;FERRO 4;1900-12-01;FERRO 4 GRAG. 30;ACIDO ASCORBICO + HIERRO FUMARATO + TIAMINA;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;STREGER;FERRO 4;1900-12-01;FERRO 4 GRAG. 30;ACIDO ASCORBICO + HIERRO FUMARATO + TIAMINA;2014-12-01;2015-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;STREGER;SULFATO FERROSO;1900-12-01;SULFATO FERROSO JBE 2 % 110 ML;HIERRO SULFATO;2015-12-01;2016-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;STREGER;SULFATO FERROSO;1900-12-01;SULFATO FERROSO JBE 2 % 110 ML;HIERRO SULFATO;2016-04-01;2016-08-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;STREGER;SULFATO FERROSO;1900-12-01;SULFATO FERROSO JBE 2 % 110 ML;HIERRO SULFATO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;SIEGFRIED-MED;FER-IN-SOL;1999-05-01;FER-IN-SOL GOTAS ORAL 125 MG /1ML 30 ML;HIERRO SULFATO;2015-08-01;2015-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;SIEGFRIED-MED;FER-IN-SOL;1999-05-01;FER-IN-SOL GOTAS ORAL 125 MG /1ML 30 ML;HIERRO SULFATO;2017-12-01;2018-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FERROTERAPINA;2006-03-01;FERROTERAPINA SUSP 120 ML;HIERRO FUMARATO;2014-12-01;2015-04-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FERROTERAPINA;2006-03-01;FERROTERAPINA SUSP 120 ML;HIERRO FUMARATO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FERROTERAPINA;2006-03-01;FERROTERAPINA SUSP 120 ML;HIERRO FUMARATO;2015-08-01;2015-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FERROTERAPINA;2006-03-01;FERROTERAPINA SUSP 120 ML;HIERRO FUMARATO;2016-04-01;2016-08-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FERROTERAPINA;2006-03-01;FERROTERAPINA SUSP 120 ML;HIERRO FUMARATO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;DEGORTS;FERROTERAPINA;2006-03-01;FERROTERAPINA SUSP 120 ML;HIERRO FUMARATO;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;LOREN, S.A. DE C.V.;FERLOR A.F.;2011-02-01;FERLOR A.F. TABL 60;ACIDO FOLICO + HIERRO FUMARATO;2017-04-01;2017-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;BAUSCH HEALTH;UNIFERFOL;2001-06-01;UNIFERFOL CAPS 30;ACIDO FOLICO + HIERRO CARBONILO;2015-12-01;2016-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA I.M.;1993-12-01;FERRANINA I.M. A.IM 100 MG 3 2 ML;HIERRO POLIMALTOSADO;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA I.M.;1993-12-01;FERRANINA I.M. A.IM 100 MG 3 2 ML;HIERRO POLIMALTOSADO;2015-04-01;2015-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ITALMEX;HIERO/AC FOL GI IT;2013-04-01;HIERO/AC FOL GI IT TABL 30;ACIDO FOLICO + HIERRO FUMARATO;2016-08-01;2016-12-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA;1985-02-01;FERRANINA JBE 10 MG /1ML 100 ML;HIERRO POLIMALTOSADO;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TAKEDA;FERRANINA;1985-02-01;FERRANINA JBE 10 MG /1ML 100 ML;HIERRO POLIMALTOSADO;2015-08-01;2015-12-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;ARLEX;GESTAFERRON;2005-05-01;GESTAFERRON TABL 200 MG 50;HIERRO FUMARATO;2014-08-01;2014-12-01;BAJA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ARLEX;GESTAFERRON;2005-05-01;GESTAFERRON TABL 200 MG 50;HIERRO FUMARATO;2016-08-01;2016-12-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;ARLEX;GESTAFERRON;2005-05-01;GESTAFERRON TABL 200 MG 50;HIERRO FUMARATO;2016-12-01;2017-04-01;ALTA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;QUIMPHARMA, S.A. DE C.V.;FOLIER-100;2012-09-01;FOLIER-100 GRAG 30;ACIDO FOLICO + HIERRO POLIMALTOSADO;2014-04-01;2014-08-01;ALTA, por demanda
ALTA;B03A  HIERRO + ASOCIACIONES;COLUMBIA CORP;FERRICOL SIMPLE;2001-11-01;FERRICOL SIMPLE TABL 30 MG /500 30;ACIDO FOLICO + HIERRO;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;TEVA CORPORACION;HIERRO DEXTR G.I R;2010-05-01;HIERRO DEXTR G.I R AMP 100 MG /2ML 3;COMPLEJO HIERRO DEXTRAN;2014-08-01;2014-12-01;BAJA, por demanda
BAJA;B03A  HIERRO + ASOCIACIONES;DEGORTS;CROFERRON;2005-10-01;CROFERRON CPR 70;HIERRO FUMARATO;2016-04-01;2016-08-01;lanzamiento
BAJA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;FERVAL;2003-09-01;FERVAL TABL 50;HIERRO FUMARATO;2015-08-01;2015-12-01;lanzamiento
ALTA;B03A  HIERRO + ASOCIACIONES;VALDECASAS;FERVAL;2003-09-01;FERVAL TABL 50;HIERRO FUMARATO;2015-12-01;2016-04-01;ALTA, por demanda
